barcode,name_en,name_ar,category,price,stock_quantity,is_active
6221155117892,"Signal Complete 8 Herbal Toothpaste (20% Off) - parabens free, triclosan free","Signal Complete 8 Herbal Toothpaste (20% Off) - Parabens Free, Triclosan Free","Personal Care | Oral Care",75.00,100,active
6221155067074,"Signal Whitening Toothpaste (20% Off)","Signal Whitening Toothpaste (20% Off)","Personal Care | Oral Care",40.00,100,active
6623001290191,"Sila Aluminum Foil (40cmx10m)","Sila Aluminum Foil (40cmx10m)","Pantry Staples | Oils & Vinegars",85.00,100,active
6623001290207,"Sila Aluminum Foil (40cmx20m)","Sila Aluminum Foil (40cmx20m)","Pantry Staples | Oils & Vinegars",130.00,100,active
4011100156364,"Skittles Candies Fruit Flavor","Skittles Candies Fruit Flavor","chocolates & candies | Candies",35.00,100,active
4009900545402,"Skittles Candies Tropical Flavor","Skittles Candies Tropical Flavor","chocolates & candies | Candies",35.00,100,active
4009900460187,"Skittles Candies Wild Berry Flavor","Skittles Candies Wild Berry Flavor","chocolates & candies | Candies",35.00,100,active
4009900545167,"Skittles Candy Desserts","Skittles Candy Desserts","chocolates & candies | Candies",35.00,100,active
6221134013016,"Snickers Chocolate Bar Filled with Caramel & Peanuts","Snickers Chocolate Bar Filled With Caramel & Peanuts","Chips & Snacks | Chocolate Bars with Nuts",80.00,100,active
6294001819226,"Snickers Chocolate Bar Filled with Caramel & Peanuts","Snickers Chocolate Bar Filled With Caramel & Peanuts","Chips & Snacks | Chocolate Bars with Nuts",25.00,100,active
5000159560412,"Snickers Chocolate Bar Filled with Caramel & Peanuts (2 Pieces)","Snickers Chocolate Bar Filled With Caramel & Peanuts (2 Pieces)","Chips & Snacks | Chocolate Bars with Nuts",80.00,100,active
7896423487657,"Snickers Chocolate Bar Filled with Nougat, Caramel & Peanuts","Snickers Chocolate Bar Filled With Nougat, Caramel & Peanuts","Chips & Snacks | Chocolate Bars with Nuts",30.00,100,active
5900951283963,"Snickers Creamy Chocolate Bar Filled with Peanut Butter, Caramel & Peanuts","Snickers Creamy Chocolate Bar Filled With Peanut زبدة, Caramel & Peanuts","Chips & Snacks | Chocolate Bars with Nuts",45.00,100,active
4011100037915,"Snickers Miniatures Chocolate Bites Filled with Caramel & Peanuts (14 Pieces)","Snickers Miniatures Chocolate Bites Filled With Caramel & Peanuts (14 Pieces)","Chips & Snacks | Chocolate Bars with Nuts",220.00,100,active
5000159473927,"Snickers Minis Chocolate Bars Filled with Caramel & Peanuts (12 Pieces)","Snickers Minis Chocolate Bars Filled With Caramel & Peanuts (12 Pieces)","Chips & Snacks | Chocolate Bars with Nuts",275.00,100,active
41396093306,"Sour Dudes Candy Stick & Dipping Powder Blue Raspberry & Strawberry Flavor - Gluten Free, Vegetarian","Sour Dudes Candy Stick & Dipping Powder Blue Raspberry & Strawberry Flavor - Gluten Free, Vegetarian","chocolates & candies | Candies",30.00,100,active
6221155113115,"Sunsilk by Noor Stars Thickening & Lengthening Shampoo with Biotin & Castor Oil (20% Off)","Sunsilk By Noor Stars Thickening & Lengthening Shampoo With Biotin & Castor Oil (20% Off)","Personal Care | Hair Care",110.00,100,active
6221155063335,"Sunsilk Co-Creations Restoring Shampoo (20% Off)","Sunsilk Co-Creations Restoring Shampoo (20% Off)","Personal Care | Hair Care",165.00,100,active
6221155025425,"Sunsilk Co-Creations Soft & Smooth Shampoo with Argan & Babassu Oils (20% Off)","Sunsilk Co-Creations Soft & Smooth Shampoo With Argan & Babassu Oils (20% Off)","Personal Care | Hair Care",165.00,100,active
6221155043368,"Sunsilk Co-Creations Soft & Smooth Shampoo with Argan & Babassu Oils (20% Off)","Sunsilk Co-Creations Soft & Smooth Shampoo With Argan & Babassu Oils (20% Off)","Personal Care | Hair Care",110.00,100,active
6221155063267,"Sunsilk Co-Creations Stunning Black Shine Shampoo (20% Off)","Sunsilk Co-Creations Stunning أسود Shine Shampoo (20% Off)","Personal Care | Hair Care",110.00,100,active
6221155063304,"Sunsilk Co-Creations Stunning Black Shine Shampoo (20% Off)","Sunsilk Co-Creations Stunning أسود Shine Shampoo (20% Off)","Personal Care | Hair Care",165.00,100,active
6221155113122,"Sunsilk Thick & Long Hair Shampoo with Biotin & Castor Oil (20% Off)","Sunsilk Thick & Long Hair Shampoo With Biotin & Castor Oil (20% Off)","Personal Care | Hair Care",165.00,100,active
757528050573,"Takis Blue Heat Hot Chili Pepper Tortilla Chips","Takis Blue Heat Hot شطة فلفل Tortilla Chips","Chips & Snacks | Corn Chips",200.00,99,active
757528005276,"Takis Fuego Hot Chili Pepper & Lime Tortilla Chips","Takis Fuego Hot شطة فلفل & Lime Tortilla Chips","Chips & Snacks | Corn Chips",190.00,100,active
757528023027,"Takis Fuego Mini Extreme Hot Chili Pepper & Lime Tortilla Chips","Takis Fuego Mini Extreme Hot شطة فلفل & Lime Tortilla Chips","Chips & Snacks | Corn Chips",95.00,100,active
6225000113121,"Tarouty White Mushrooms","Tarouty White Mushrooms","Others | Needs Review",89.00,100,active
6222035243489,"Torta Delights Chocolate Cake Roll Filled with Vanilla Cream","Torta Delights Chocolate Cake Roll Filled With Vanilla Cream","Chips & Snacks | Snack Cakes",12.00,100,active
6281006535053,"TRESemmé Keratin Smooth & Straight Hair Conditioner with Argan Oil & Hydrolysed Keratin","Tresemmé Keratin Smooth & Straight Hair Conditioner With Argan Oil & Hydrolysed Keratin","Pantry Staples | Oils & Vinegars",200.00,100,active
6221155198501,"TRESemmé Keratin Smooth Frizz Control Shampoo with Hydrolyzed Keratin & Argan Oil - animal testing free","Tresemmé Keratin Smooth Frizz Control Shampoo With Hydrolyzed Keratin & Argan Oil - Animal Testing Free","Beverages | Energy Drinks",200.00,100,active
6281006534780,"TRESemmé Repair & Protect Hair Conditioner with Hydrolized Protein","Tresemmé Repair & Protect Hair Conditioner With Hydrolized Protein","Personal Care | Hair Care",200.00,100,active
6221155198457,"TRESemmé Repairing Shampoo with Biotin & Hydrolized Protein - cruelty free","Tresemmé Repairing Shampoo With Biotin & Hydrolized Protein - Cruelty Free","Personal Care | Hair Care",200.00,100,active
7622201702793,"Trident Gum Mixed Berries Flavor - sugar free","Trident Gum Mixed Berries Flavor - Sugar Free","chocolates & candies | Chewing Gum & Mints",17.00,100,active
7622210326157,"Trident Gum Spearmint Flavor - sugar free","Trident Gum Spearmint Flavor - Sugar Free","chocolates & candies | Chewing Gum & Mints",17.00,100,active
7622210326096,"Trident Gum Strawberry Flavor - sugar free","Trident Gum Strawberry Flavor - Sugar Free","chocolates & candies | Chewing Gum & Mints",17.00,100,active
7622210327260,"Trident Gum Watermelon Flavor - sugar free","Trident Gum Watermelon Flavor - Sugar Free","chocolates & candies | Chewing Gum & Mints",17.00,100,active
7622210049414,"TUC Cheese Crackers","Tuc جبنة Crackers","Chips & Snacks | Crackers",10.00,100,active
7622210604125,"TUC Cheese Crackers","Tuc جبنة Crackers","Chips & Snacks | Crackers",120.00,100,active
7622300876777,"TUC Cheese Crackers (6+2 Free)","Tuc جبنة Crackers (6+2 Free)","Chips & Snacks | Crackers",12.00,100,active
7622210049384,"TUC Original Crackers","Tuc Original Crackers","Chips & Snacks | Crackers",10.00,100,active
7622210604088,"TUC Original Salted Crackers","Tuc Original Salted Crackers","Chips & Snacks | Crackers",120.00,100,active
7622210582164,"TUC Original Salted Crackers (6+2 Free)","Tuc Original Salted Crackers (6+2 Free)","Chips & Snacks | Crackers",12.00,100,active
7622210970411,"TUC Salted Crackers Cheese Flavor","Tuc Salted Crackers جبنة Flavor","Chips & Snacks | Crackers",144.00,100,active
6223000556627,"Twinkies Duo Caramel Sponge Cake Filled with Salted Caramel Cream & Chocolate Sponge Cake Filled with Chocolate Cream - hydrogenated fats free","Twinkies Duo Caramel Sponge Cake Filled With Salted Caramel Cream & Chocolate Sponge Cake Filled With Chocolate Cream - Hydrogenated Fats Free","Chips & Snacks | Snack Cakes",12.00,100,active
6223000556597,"Twinkies Duo Golden Sponge Cake Filled with Vanilla Cream & Chocolate Sponge Cake Filled with Cocoa Cream - hydrogenated fats free","Twinkies Duo Golden Sponge Cake Filled With Vanilla Cream & Chocolate Sponge Cake Filled With Cocoa Cream - Hydrogenated Fats Free","Chips & Snacks | Snack Cakes",12.00,100,active
6223000556566,"Twinkies Duo Golden Sponge Cake Filled with Vanilla Cream & Strawberry Sponge Cake Filled with Strawberry Cream - hydrogenated fats free","Twinkies Duo Golden Sponge Cake Filled With Vanilla Cream & Strawberry Sponge Cake Filled With Strawberry Cream - Hydrogenated Fats Free","Chips & Snacks | Snack Cakes",12.00,100,active
6223000555231,"Twinkies Sponge Cakes Filled with Double Cream","Twinkies Sponge Cakes Filled With Double Cream","Chips & Snacks | Snack Cakes",6.00,100,active
5900951028502,"Twix Xtra Chocolate Bars","Twix Xtra Chocolate Bars","Chips & Snacks | Chocolate Bars",75.00,100,active
6222048702126,"Vanish Liquid Fabric Stain Remover for Colored & White Clothes (25% Off) - chlorine bleach free","Vanish Liquid Fabric Stain Remover For Colored & White Clothes (25% Off) - Chlorine Bleach Free","Others | Needs Review",177.00,100,active
8700216043847,"Always Extra Long Maxi Thick Pads with Wings for Sensitive Skin (12+2 Free)","Always Extra Long Maxi Thick Pads With Wings For Sensitive Skin (12+2 Free)","Personal Care",60.00,100,inactive
4015400671336,"Always Protect Plus Maxi Thick Extra Long Pads Aloe Vera Scent with Wings","Always Protect Plus Maxi Thick Extra Long Pads Aloe Vera Scent With Wings","Personal Care",40.00,100,inactive
8700216913058,"Always Protect Plus Maxi Thick Extra Long Pads with Aloe Vera (12+2 Free)","Always Protect Plus Maxi Thick Extra Long Pads With Aloe Vera (12+2 Free)","Personal Care",80.00,100,inactive
6223001347361,"Baygon Crawling Insect Killer Spray","Baygon Crawling Insect Killer Spray",Others,145.00,100,inactive
6225000468528,"Blackhawk 30% Isolate Whey Protein Bar Cashew Flavor","أسودhawk 30% Isolate Whey Protein Bar Cashew Flavor","Nuts & Dried Fruits",50.00,100,inactive
7622202241017,"Cadbury Choco Delight Chocolate Coated Biscuits (9 Pieces)","Cadbury Choco Delight Chocolate Coated Biscuits (9 Pieces)","Biscuits & Cookies",180.00,100,inactive
7622202015908,"Cadbury Choco Delight MMMAX Chocolate Coated Biscuits","Cadbury Choco Delight Mmmax Chocolate Coated Biscuits","Biscuits & Cookies",144.00,100,inactive
7622210995834,"Cadbury Dairy Milk Bubbly Chocolate Bar with Oreo","Cadbury Dairy لبن Bubbly Chocolate Bar With Oreo","Chips & Snacks",45.00,100,inactive
6221021198000,"Cadbury Dairy Milk Chocolate Slab with Hazelnuts","Cadbury Dairy لبن Chocolate Slab With Hazelnuts","Chips & Snacks",85.00,100,inactive
7622202278105,"Cadbury Dairy Milk Classic Chocolate Slab","Cadbury Dairy لبن Classic Chocolate Slab","Chips & Snacks",95.00,100,inactive
7622202284458,"Cadbury Dairy Milk Marvellous Creations Chocolate Slab with Jelly Popping Candies","Cadbury Dairy لبن Marvellous Creations Chocolate Slab With Jelly Popping Candies","Chips & Snacks",95.00,100,inactive
7622202022128,"Cadbury Dairy Milk Mini Bubbly Chocolate Bar","Cadbury Dairy لبن Mini Bubbly Chocolate Bar","Chips & Snacks",20.00,100,inactive
7622202314193,"Cadbury Moro Chocolate Coated Nougat Bar Filled with Caramel","Cadbury Moro Chocolate Coated Nougat Bar Filled With Caramel","Chips & Snacks",15.00,100,inactive
990000000000000,"Chili Green Long","شطة أخضر Long","Vegetables & Fruits",15.00,100,inactive
6221152091096,"Clorox Liquid Bathroom Cleaner","Clorox Liquid Bathroom Cleaner","Cleaning Supplies",140.00,100,inactive
6221073002638,"Corona 55% Cocoa Dark Chocolate Bar with Almonds - palm oil free, gluten free, preservatives free","Corona 55% Cocoa Dark Chocolate Bar With Almonds - Palm Oil Free, Gluten Free, Preservatives Free","Chips & Snacks",55.00,100,inactive
6221073000016,"Corona Drinking Chocolate Powder","Corona Drinking Chocolate Powder","chocolates & candies",25.00,100,inactive
6221073011760,"Corona King Size Dark Chocolate Slab - no added milk","Corona King Size Dark Chocolate Slab - No Added لبن","chocolates & candies",35.00,100,inactive
6221073011777,"Corona King Size Dark Chocolate Slabs - no added milk","Corona King Size Dark Chocolate Slabs - No Added لبن","chocolates & candies",210.00,100,inactive
6221073011821,"Corona King Size Extra Milk Chocolate Slab","Corona King Size Extra لبن Chocolate Slab","chocolates & candies",35.00,100,inactive
6221073011852,"Corona King Size Extra Milk Chocolate Slabs","Corona King Size Extra لبن Chocolate Slabs","chocolates & candies",210.00,100,inactive
6221073010701,"Corona King Size Milk Chocolate Slab","Corona King Size لبن Chocolate Slab","chocolates & candies",35.00,100,inactive
6221073010954,"Corona King Size Milk Chocolate Slabs","Corona King Size لبن Chocolate Slabs","chocolates & candies",210.00,100,inactive
6221073011210,"Corona Milk Chocolate Bar with Salted Almonds - trans fat free, palm oil free","Corona لبن Chocolate Bar With Salted Almonds - Trans Fat Free, Palm Oil Free","Chips & Snacks",45.00,100,inactive
6223002384051,"Danette Creme Caramel Pudding","Danette Creme Caramel Pudding","Dairy & Eggs",12.00,100,inactive
6223002384594,"Danone 10g Protein Light Greek Yogurt","Danone 10g Protein Light Greek زبادي","Dairy & Eggs",38.00,100,inactive
6223002384181,"Danone Max Boost Strawberry Yogurt Drink","Danone Max Boost Strawberry زبادي Drink","Dairy & Eggs",20.00,100,inactive
6223002383856,"Danone Plain Yogurt (5+1 Free)","Danone سادة زبادي (5+1 Free)","Dairy & Eggs",65.00,100,inactive
9634000026084,"El Waha Cling Film (40cmx20m)","El Waha Cling Film (40cmx20m)",Others,45.00,100,inactive
6224010237070,"Elhamd Frozen Analogue Mozzarella Cheese","Elhamd Frozen Analogue موزاريلا جبنة","Dairy & Eggs",92.00,100,inactive
9644000027080,"Elwaha Aluminum Foil Oven Cover","Elwaha Aluminum Foil Oven Cover","Household & Cleaning",37.00,100,inactive
9644000027073,"Elwaha Baking Paper (40cmx10m)","Elwaha Baking Paper (40cmx10m)",Others,40.00,100,inactive
9644000027066,"Elwaha Garbage Bag Roll (50x50cm)","Elwaha Garbage Bag Roll (50x50cm)","Household & Cleaning",25.00,100,inactive
9634000084008,"Elwaha White Table Cover Roll (110x110cm)","Elwaha White Table Cover Roll (110x110cm)",Others,110.00,100,inactive
6224000597924,"Foil Power Aluminum Foil (40cmx12m)","Foil Power Aluminum Foil (40cmx12m)","Pantry Staples",75.00,100,inactive
6221134002621,"Galaxy Flutes Chocolates","Galaxy Flutes Chocolates","Biscuits & Cookies",300.00,100,inactive
6221134010718,"Galaxy Flutes Milk Chocolate Coated Wafer Rolls Filled with Vanilla Cream (2 Pieces)","Galaxy Flutes لبن Chocolate Coated Wafer Rolls Filled With Vanilla Cream (2 Pieces)","Biscuits & Cookies",15.00,100,inactive
2783842,Garlic,Garlic,Others,59.00,99,inactive
6221143051306,"General Power Active Toilet Rim Block Lemon Scent","General Power Active Toilet Rim قطعة Lemon Scent","Cleaning Tools & Accessories",85.00,100,inactive
5283009702167,"General Power Active Toilet Rim Blocks Lavender Scent","General Power Active Toilet Rim قطعةs Lavender Scent","Cleaning Tools & Accessories",85.00,100,inactive
6223002380305,"HiPro 20g Whey Protein Mixed Berries Yogurt Drink","Hipro 20g Whey Protein Mixed Berries زبادي Drink",Beverages,70.00,99,inactive
6223002389636,"Hipro 20g Whey Protein Yogurt Drink Cookies & Cream Flavor","Hipro 20g Whey Protein زبادي Drink Cookies & Cream Flavor","Biscuits & Cookies",70.00,100,inactive
6223002383375,"Hipro 20g Whey Protein Yogurt Drink Strawberry Flavor","Hipro 20g Whey Protein زبادي Drink Strawberry Flavor","Dairy & Eggs",70.00,100,inactive
6223000477090,"Isis Anise Tea Bags","Isis Anise Tea Bags","Flavored Drinks",35.00,100,inactive
6223000470114,"Isis Organic Cinnamon Tea Bags - pesticides free, chemical free","Isis Organic Cinnamon Tea Bags - Pesticides Free, Chemical Free","Flavored Drinks",30.00,100,inactive
6223000470138,"Isis Peppermint Tea Bags (15% Off)","Isis فلفلmint Tea Bags (15% Off)","Flavored Drinks",32.00,100,inactive
6221155203991,"Knorr Beef Stock Cubes (Special Offer) - preservatives free","Knorr Beef Stock Cubes (Special Offer) - Preservatives Free","Pantry Staples",19.00,100,inactive
6221155029065,"Knorr Hot Vegetar Chicken Seasoning - MSG free, no added preservatives","Knorr Hot Vegetar Chicken Seasoning - Msg Free, No Added Preservatives","Pantry Staples",10.00,100,inactive
6221155043924,"Knorr Low Fat Kofta Seasoning Mix - low salt, no added preservatives","Knorr Low Fat Kofta Seasoning Mix - قليل الملح, No Added Preservatives","Pantry Staples",20.00,100,inactive
6221155146625,"Knorr Vegetar Seasoning Powder - no added preservatives","Knorr Vegetar Seasoning Powder - No Added Preservatives","Pantry Staples",10.00,100,inactive
6221155079275,"Lipton Yellow Label Black Tea Bags (10% Off)","Lipton Yellow Label أسود Tea Bags (10% Off)","Black Tea",42.00,100,inactive
6221155107381,"Lipton Yellow Label Black Tea Bags (10% Off)","Lipton Yellow Label أسود Tea Bags (10% Off)","Black Tea",40.00,100,inactive
6221007032915,"Maggi Bechamel Mix Cheese Flavor - preservatives free","Maggi Bechamel Mix جبنة Flavor - Preservatives Free","Dairy & Eggs",22.00,100,inactive
6221007025122,"Maggi Chicken Stock Cubes (8 Pieces) - preservatives free","Maggi Chicken Stock Cubes (8 Pieces) - Preservatives Free","Pantry Staples",20.00,100,inactive
6221007036005,"Maggi Vegetable Stock (12 Cubes) - preservatives free","Maggi Vegetable Stock (12 Cubes) - Preservatives Free","Pantry Staples",22.00,100,inactive
6221007012337,"Maggi Vegetable Stock Cubes (8 Pieces) - preservatives free","Maggi Vegetable Stock Cubes (8 Pieces) - Preservatives Free","Pantry Staples",18.00,100,inactive
6223000553855,"Molto 2XL Croissant Filled with Chocolate & Hazelnut Paste","Molto 2xl Croissant Filled With Chocolate & Hazelnut Paste",Beverages,12.00,100,inactive
6223000556184,"Molto King Croissant Filled with Chocolate & Hazelnut - hydrogenated fat free","Molto King Croissant Filled With Chocolate & Hazelnut - Hydrogenated Fat Free",Beverages,22.00,100,inactive
6223000495124,"Molto Magnum Croissant Filled with Chocolate & Hazelnut Paste","Molto Magnum Croissant Filled With Chocolate & Hazelnut Paste",Beverages,17.00,100,inactive
6223000495148,"Molto Magnum Croissant Filled with Strawberry Cheesecake","Molto Magnum Croissant Filled With Strawberry جبنةcake","Dairy & Eggs",17.00,100,inactive
6223000497852,"Molto Magnum Mix Croissant Filled with Chocolate & Cream","Molto Magnum Mix Croissant Filled With Chocolate & Cream",Beverages,17.00,100,inactive
6223000497876,"Molto Magnum Mix Croissant Filled with Strawberry Cheesecake & Cream","Molto Magnum Mix Croissant Filled With Strawberry جبنةcake & Cream","Dairy & Eggs",17.00,100,inactive
6223000493922,"Molto Mini Croissants Filled with Chocolate & Hazelnut Paste","Molto Mini Croissants Filled With Chocolate & Hazelnut Paste",Beverages,12.00,100,inactive
6223000496343,"Molto Mini Magnum Croissants Filled with Chocolate & Hazelnut Paste","Molto Mini Magnum Croissants Filled With Chocolate & Hazelnut Paste",Beverages,17.00,100,inactive
6223000496367,"Molto Mini Magnum Croissants Filled with Strawberry Cheesecake","Molto Mini Magnum Croissants Filled With Strawberry جبنةcake","Dairy & Eggs",17.00,100,inactive
6223000552025,"Molto Mini Magnum Mix Croissants Filled with Chocolate & Cream","Molto Mini Magnum Mix Croissants Filled With Chocolate & Cream",Beverages,17.00,100,inactive
6223000552049,"Molto Mini Magnum Mix Croissants Filled with Strawberry Cheesecake & Cream","Molto Mini Magnum Mix Croissants Filled With Strawberry جبنةcake & Cream","Dairy & Eggs",17.00,100,inactive
6223000491812,"Molto XXL Mix Croissant Filled with Chocolate & Cream","Molto Xxl Mix Croissant Filled With Chocolate & Cream",Beverages,12.00,100,inactive
6222035237921,"Novy Blazo Gold Extra Caramel & Cocoa Coated Crispy Wafer Filled with Chocolate","Novy Blazo Gold Extra Caramel & Cocoa Coated Crispy Wafer Filled With Chocolate","Biscuits & Cookies",17.00,100,inactive
990000000000002,"Onions Brown","بصل بني","Vegetables & Fruits",30.00,100,inactive
3228021060026,"President Full Cream Cheddar Cheese Spread","President Full Cream شيدر جبنة Spread","Cream Cheese & Spreads",190.00,100,inactive
6223015761818,"Raw Cheddar Cheese & Onion Potato Chips","Raw شيدر جبنة & Onion Potato Chips","Chips & Snacks",15.00,100,inactive
6223007672719,"Raw Kettle Cooked Jalapeno Potato Chips - GMO free, gluten free, cholesterol free","Raw Kettle Cooked هالابينو Potato Chips - Gmo Free, Gluten Free, Cholesterol Free","Chips & Snacks",15.00,100,inactive
6223007672702,"Raw Kettle Cooked Sour Cream & Herbs Potato Chips - GMO free, gluten free, cholesterol free","Raw Kettle Cooked Sour Cream & Herbs Potato Chips - Gmo Free, Gluten Free, Cholesterol Free","Chips & Snacks",15.00,100,inactive
6223007672696,"Raw Kettle Cooked Sweet Chili Potato Chips - GMO free, gluten free, cholesterol free","Raw Kettle Cooked Sweet شطة Potato Chips - Gmo Free, Gluten Free, Cholesterol Free","Chips & Snacks",15.00,100,inactive
6223015761849,"Raw Potato Chips with Sea Salt & Balsamic Vinegar","Raw Potato Chips With Sea Salt & Balsamic Vinegar","Chips & Snacks",15.00,100,inactive
6223015761795,"Raw Sea Salted Potatoes Chips","Raw Sea Salted Potatoes Chips","Chips & Snacks",15.00,100,inactive
6223006361256,"Rehana Black Pepper Powder","Rehana أسود فلفل Powder","Pantry Staples",110.00,100,inactive
6223006361355,"Rehana Black Seeds","Rehana أسود Seeds",Others,45.00,100,inactive
6223006361331,"Rehana Chili Powder","Rehana شطة Powder","Vegetables & Fruits",80.00,100,inactive
6223006361362,"Rehana Cinnamon Powder","Rehana Cinnamon Powder",Others,75.00,100,inactive
6223006361300,"Rehana Coriander Powder","Rehana Coriander Powder",Others,70.00,100,inactive
6223006361294,"Rehana Cumin Powder","Rehana كمون Powder","Pantry Staples",115.00,100,inactive
6223006361348,"Rehana Dried Thyme","Rehana Dried Thyme",Others,60.00,100,inactive
6223006361317,"Rehana Mixed Spice Powder","Rehana Mixed Spice Powder","Pantry Staples",105.00,100,inactive
6224007367605,"Rehana Popcorn","Rehana Popcorn","Chips & Snacks",90.00,100,inactive
6223006361270,"Rehana White Pepper Powder","Rehana White فلفل Powder","Pantry Staples",110.00,100,inactive
6224007367469,"Rehana Yellow Lentils","Rehana Yellow Lentils",Others,70.00,100,inactive
6224009458363,"So Good Frozen Marinated Shawerma - GMO free, flavor additives free, color additives free","So Good Frozen Marinated Shawerma - Gmo Free, Flavor Additives Free, Color Additives Free","Frozen Foods",135.00,100,inactive
6223000494875,"Todo Bomb Chocolate Cake Filled with Cream","Todo Bomb Chocolate Cake Filled With Cream",Cake,136.00,100,inactive
6223000494844,"Todo Chocolate Brownie Cakes","Todo Chocolate بنيie Cakes",Cake,136.00,100,inactive
6224002336194,"Varex Blue & Red Multipurpose Scouring Sponges","Varex Blue & Red Multipurpose Scouring Sponges","Household & Cleaning",25.00,100,inactive
6224002336613,"Varex Lahluba Jumbo Blue & Yellow Polypropylene Kitchen Cleaning Sponge","Varex Lahluba Jumbo Blue & Yellow Polypropylene Kitchen Cleaning Sponge","Household & Cleaning",45.00,100,inactive
6224002336101,"Varex Orange Multipurpose Scouring Sponge","Varex Orange Multipurpose Scouring Sponge","Household & Cleaning",10.00,100,inactive
6224002336187,"Varex Red Multipurpose Sponge Scourer","Varex Red Multipurpose Sponge Scourer","Household & Cleaning",15.00,100,inactive
